po_number,vendor,amount,date_issued
149490,Harris PLC,68818.22,2026-03-05
591309,Davis and Sons,6807.6,2026-03-08
849379,Miller and Sons,67686.79,2026-01-24
551171,"Hernandez, Weber and Bryant",22202.31,2026-03-06
719575,Nicholson Ltd,96476.52,2026-02-23
348183,"Harper, Scott and Clayton",16484.71,2026-02-09
492656,Shah-Williams,90169.56,2026-02-08
149932,"Beck, Hicks and Cook",36272.47,2026-01-17
835096,"Bean, Parker and Long",7705.76,2026-03-26
562820,Cortez-Howard,19798.68,2026-02-25
123465,Allen Group,71535.11,2026-01-16
191061,Carter-Harrison,29137.92,2026-02-26
726421,Williams LLC,97514.1,2026-03-03
894949,Allen LLC,77332.83,2026-01-31
770687,Smith-Turner,25640.9,2026-02-22
259680,"Johnson, Castro and Brady",71499.1,2026-02-21
661369,Smith-Wallace,79440.23,2026-01-26
441364,Alexander Group,18694.4,2026-01-02
445765,Pham Inc,52747.91,2026-03-16
267389,"Alvarado, Lee and Jones",14587.34,2026-02-14
976110,"Shea, Rice and Lee",44787.15,2026-02-27
989448,"Harrington, Garcia and Garcia",26723.48,2026-01-30
153871,Miller-Gonzalez,20156.17,2026-02-17
504051,Cook-Nelson,10882.19,2026-03-11
721328,"Barajas, White and Carter",82404.58,2026-02-26
653177,Martinez and Sons,33047.81,2026-02-02
734679,Patterson-Gardner,90827.4,2026-01-02
851423,"Adams, Ellis and Reese",3260.15,2026-01-02
857889,"Ashley, Thornton and Taylor",28417.32,2026-03-25
676591,Martin-Hernandez,54197.73,2026-02-27
437272,Barrett LLC,49709.2,2026-02-14
529350,Huerta-Daniels,45319.5,2026-02-21
690235,"Adams, Mueller and Schmidt",96080.73,2026-02-28
818149,Rodgers LLC,93011.29,2026-03-26
836642,Harmon Ltd,81890.36,2026-03-03
271493,"Roberts, Williams and Francis",52945.4,2026-01-29
345891,Wells Inc,14554.54,2026-01-03
214290,Hernandez Ltd,68362.1,2026-03-03
576796,Mcgee LLC,76317.96,2026-03-14
549807,"Blair, Pope and Hart",89775.68,2026-02-03
283390,Gibson PLC,80157.27,2026-01-05
370144,Campbell Inc,65845.33,2026-02-19
888900,"White, Hines and Murphy",32535.41,2026-01-14
388231,Morris-Lloyd,73784.56,2026-03-01
207005,Jimenez-Davis,68445.41,2026-01-11
711118,Rice-Perez,11222.86,2026-02-24
927908,"Blake, Morrow and Riddle",14899.69,2026-02-03
592582,Schwartz and Sons,26009.52,2026-01-05
963351,Wilkins Ltd,80132.8,2026-02-12
338413,Brown-Cherry,93253.72,2026-02-02
523751,"Nicholson, Powell and Sherman",9000.77,2026-02-17
533438,"Stone, Morales and Garza",1289.17,2026-01-19
805229,Compton-Taylor,77948.89,2026-01-05
670467,"Carter, Richardson and Lee",12192.87,2026-01-29
103040,Contreras-Spencer,36904.18,2026-02-03
721092,Baker-Johnson,53614.67,2026-02-20
484064,Huff-Perez,18863.47,2026-03-04
236520,"Hurst, Ochoa and George",77872.39,2026-01-28
750624,Perkins LLC,31865.48,2026-01-30
959368,"Wheeler, Hogan and Coleman",77926.59,2026-01-31
629157,Smith-Peterson,52869.79,2026-03-13
117445,Berry LLC,57235.39,2026-03-11
675140,Luna-Silva,35104.98,2026-03-14
480214,George LLC,36861.94,2026-02-27
827836,Thomas and Sons,44019.21,2026-01-22
772306,Olson-Brown,22898.68,2026-02-02
338070,Ferguson-Stevens,80989.28,2026-02-18
184918,Fuentes-Romero,99726.16,2026-01-27
429769,"Patterson, Pierce and Foster",2350.68,2026-02-16
101468,"Villanueva, Montgomery and Lee",12432.72,2026-02-09
224039,Moyer LLC,75129.7,2026-02-18
142000,Porter LLC,67010.7,2026-03-04
151478,Marshall Group,66151.58,2026-03-21
655380,Ashley-Vazquez,39977.32,2026-02-09
114301,Daniels PLC,23620.76,2026-01-26
250766,Bishop Ltd,82268.88,2026-01-31
950934,Gonzalez Ltd,77874.88,2026-01-05
734079,Gray Inc,97081.43,2026-01-22
324247,"Decker, Ferguson and Hahn",21313.58,2026-03-13
491731,"Mcneil, Davis and Kelley",58089.33,2026-01-23
947221,"Wong, Bell and Cole",7981.96,2026-02-18
780036,Wright LLC,13745.45,2026-02-23
742240,"Merritt, Harmon and Barnett",48723.37,2026-02-05
455454,"Day, Medina and Mendez",51955.24,2026-03-02
872522,"Gamble, Mays and Atkins",4229.89,2026-03-11
955444,Rodriguez Group,18590.45,2026-02-10
466480,Vazquez-Bradley,31290.78,2026-03-26
120215,Diaz-James,69438.57,2026-03-12
388511,Parker-Bates,73329.51,2026-02-04
246586,Duffy and Sons,74583.64,2026-03-22
511169,Thomas-Peters,63093.24,2026-02-13
120302,"Harvey, Peters and Goodwin",76241.37,2026-01-25
358357,Pruitt LLC,88398.52,2026-02-19
779616,"Ferguson, Mitchell and Watts",22799.7,2026-03-22
124869,"Owens, Green and Barrett",40773.81,2026-01-11
291931,Nelson-Flores,75330.33,2026-03-20
677090,"Walker, Ayers and Porter",11891.15,2026-03-08
818754,Cox and Sons,91659.36,2026-01-01
341316,Garcia Group,14009.4,2026-01-21
233203,Lopez-Browning,50626.8,2026-01-20
458765,Smith LLC,40191.33,2026-03-04
320908,"Wheeler, Duncan and Romero",80607.57,2026-01-05
177288,Thomas Ltd,45416.11,2026-01-08
506306,"Bell, Meyer and Rivas",775.81,2026-02-17
205297,George-Frye,10734.88,2026-02-21
160053,"Rios, Delacruz and Martinez",87209.18,2026-03-12
549015,Parker-Jones,78666.73,2026-03-09
512935,Wilson Inc,69746.6,2026-01-03
416944,"Harris, Black and Jones",54872.53,2026-01-22
986360,"Hall, Estrada and Salinas",80960.18,2026-02-02
806811,Mcgee Ltd,94599.0,2026-02-10
103734,"Baldwin, Gallegos and Avery",90115.44,2026-02-28
464954,"Allen, Byrd and Howard",71570.29,2026-03-13
198218,"Rivera, Johnston and Taylor",54324.32,2026-02-22
131795,Gibson-Swanson,76417.4,2026-02-18
691343,Proctor LLC,52836.18,2026-03-15
293381,Johnson LLC,93041.62,2026-03-24
751451,"Gomez, Owens and Miller",66991.77,2026-01-26
999762,"Barnes, Black and Spence",63731.54,2026-02-09
231983,"Gonzalez, Thompson and Adams",87208.79,2026-01-27
584614,Gates-Berry,31158.96,2026-03-25
136058,Schneider-Page,6524.3,2026-03-07
984981,Andrade-Bridges,15294.2,2026-01-17
992546,"Cooke, Fitzpatrick and Garcia",24506.29,2026-01-21
708156,Underwood-Grant,51275.43,2026-01-02
912972,Hicks-Salazar,58277.59,2026-03-17
642757,Jones-Moore,15124.55,2026-01-05
927141,Wheeler Group,25866.13,2026-03-19
669671,Collins LLC,90159.25,2026-03-01
717185,"Cooper, Edwards and Mckinney",26443.3,2026-01-08
130901,Roman and Sons,1147.97,2026-02-09
544537,Long and Sons,78516.94,2026-03-09
502947,"Peters, Obrien and Allen",84516.43,2026-02-01
572848,Adams and Sons,58929.1,2026-01-12
722132,Jones LLC,49588.19,2026-01-07
623249,Jones-Alexander,30813.4,2026-02-22
482283,"Rodriguez, Young and Boone",25418.16,2026-03-22
446162,"Walton, Hayes and Phelps",62240.44,2026-02-05
161186,Harris-White,89548.65,2026-02-13
111932,Roberts-Lewis,79853.87,2026-01-20
876102,Lee-Moore,29352.3,2026-03-11
270222,Luna-Johnson,41460.29,2026-03-05
122435,"Reyes, Daniels and Ward",29923.2,2026-01-04
291799,Willis-Gonzalez,48296.78,2026-03-13
835829,"Dean, Ramos and Stewart",66300.22,2026-03-03
544221,Sanders-Nicholson,37995.7,2026-02-09
855271,Turner LLC,26125.64,2026-01-09
883532,Sanders Group,73350.76,2026-03-12
954364,Ortiz Ltd,54588.1,2026-01-19
151763,"Williams, Moody and Stevens",3796.37,2026-01-10
462816,"Collins, Hood and Burke",686.41,2026-03-14
613114,"Avery, Thomas and Lindsey",86890.41,2026-02-10
220362,Ortiz and Sons,25167.63,2026-03-07
346552,Kemp-Larson,54308.85,2026-02-04
317541,Rubio LLC,93385.6,2026-01-31
896400,Gallegos and Sons,36345.72,2026-03-05
707812,"Moore, Gray and Gould",83390.92,2026-03-13
384165,"Wright, Hudson and Stevenson",25118.9,2026-03-05
168563,Gilbert Inc,35339.86,2026-01-09
925194,Wilson PLC,73035.37,2026-02-25
929283,"Taylor, Meyers and Merritt",3664.72,2026-03-13
474801,Smith-Brown,67820.65,2026-01-13
481485,"Pope, Morales and Robinson",33028.59,2026-03-08
522407,Bryant Group,6681.65,2026-03-04
328896,Johnson-Morgan,55072.94,2026-03-17
349141,"Wright, Hicks and Morris",32998.21,2026-03-20
634462,Ramirez-Olsen,92984.38,2026-01-18
786260,"Frost, Chang and Williamson",2563.4,2026-03-12
723304,Hill-Silva,86116.38,2026-01-15
177401,Martin-Haas,46949.89,2026-02-22
452645,Hunter-Hart,12358.77,2026-03-22
448021,Wells-Manning,64086.66,2026-02-28
110994,Lopez-Wolf,28960.31,2026-01-02
381471,White-Williams,46925.9,2026-02-23
385651,Gonzalez LLC,53906.51,2026-02-14
218725,"Bailey, Williams and Smith",63033.93,2026-01-26
536774,Vargas Group,35955.58,2026-01-06
402270,Williams and Sons,87665.31,2026-02-22
345049,Conner-Molina,87565.11,2026-02-26
101240,Matthews-Esparza,73385.16,2026-01-22
222247,Ramirez Ltd,44725.71,2026-02-17
989414,"Snyder, Massey and Sullivan",41627.2,2026-02-28
153097,Ortiz Group,90730.73,2026-02-14
783602,Dominguez-Martin,97151.9,2026-01-11
133500,"Hughes, Ayers and Galloway",31895.2,2026-03-21
210505,"White, Hansen and Hoover",87986.22,2026-02-26
302421,"Martin, Craig and Smith",85051.73,2026-03-06
972105,"Spence, Smith and Pierce",5909.72,2026-03-09
620661,"Robertson, Mcpherson and Williams",88829.1,2026-01-16
819481,"Banks, Patterson and Sullivan",58935.13,2026-01-06
854192,"Malone, Taylor and Trujillo",68660.45,2026-01-24
744002,Griffin-Diaz,42831.9,2026-01-09
166036,Gonzalez Inc,2714.2,2026-03-18
695470,Gonzalez-Nguyen,11313.6,2026-01-16
341836,"Marquez, Murray and Pierce",89484.25,2026-03-01
928110,"Lopez, Curtis and Good",42705.74,2026-01-15
599522,Gaines Inc,17607.59,2026-02-26
971511,Fox-Smith,59051.38,2026-01-20
592543,Smith-Russell,89682.71,2026-03-07
687893,Mullins-Wilson,10490.64,2026-01-10
132873,Pearson PLC,81064.39,2026-02-27
375487,"Valdez, Carroll and Parker",63700.5,2026-03-19
744194,Brown Group,7171.4,2026-03-20
305032,"Robinson, Robertson and Howard",24704.4,2026-03-17
275156,"Martinez, Shepard and Willis",68154.58,2026-02-28
291329,"Odonnell, Johnson and King",65797.69,2026-03-07
322116,"Barnes, Gibbs and Graham",66894.96,2026-03-25
358559,Bennett LLC,88530.51,2026-03-06
367476,Graham-Rowe,48624.94,2026-02-15
103751,"Lee, Smith and Smith",89748.73,2026-01-16
362336,"Benson, Sosa and Burns",28005.37,2026-01-18
755321,"Martinez, Jones and Evans",15109.6,2026-03-23
594618,Foster PLC,96916.3,2026-02-21
356698,"Booker, Mcconnell and Miller",99603.87,2026-03-11
671043,"Kramer, Russell and Marsh",46640.64,2026-03-03
561838,"Garcia, Perry and Hudson",80719.39,2026-02-17
920022,Young Group,51576.99,2026-01-02
370298,"Joseph, Munoz and Payne",85524.44,2026-03-17
436207,Franklin-Williams,44237.78,2026-01-30
253221,Wilson PLC,5402.18,2026-03-21
179536,Thompson Group,10879.92,2026-01-10
156402,"Stone, Thomas and Brown",17627.9,2026-01-12
819656,"Wright, Duncan and Howard",48594.15,2026-02-25
871907,Miles-Brown,92293.49,2026-02-13
299881,Best-Costa,12142.84,2026-03-13
550739,Lynch PLC,17282.73,2026-03-17
193321,Ford-Dawson,81803.13,2026-01-21
678880,Barker-Martin,42179.81,2026-03-05
434842,Young-Evans,37414.98,2026-01-01
366954,Harris-Jimenez,38641.46,2026-02-10
797855,Gutierrez-Lara,34851.22,2026-01-11
793669,"Richards, Pena and Long",74760.46,2026-02-02
553514,"Paul, Myers and Soto",30951.71,2026-03-14
311722,Murphy-Bullock,36974.93,2026-02-10
207917,"Davis, Dixon and Gibson",26931.94,2026-01-20
385260,Spencer-Young,29296.29,2026-01-26
199738,Spencer LLC,4320.53,2026-02-01
239430,Jones Ltd,27793.61,2026-02-16
423578,"Travis, Boone and Yoder",73240.14,2026-03-01
886315,"Jones, Davis and Blevins",96368.24,2026-03-07
441036,"Lindsey, Diaz and Reyes",17713.95,2026-01-08
927435,Douglas-Snyder,27575.71,2026-03-22
498273,Smith PLC,91046.64,2026-01-13
619118,Gomez-Chavez,90758.1,2026-03-21
888216,Lindsey-Murphy,71801.87,2026-02-24
406613,Frazier-Brown,18440.9,2026-02-21
744240,"Bell, Alvarado and Rodriguez",58233.94,2026-01-25
893019,"Rodriguez, Mays and Chapman",84487.24,2026-03-23
268276,Madden PLC,33785.69,2026-03-18
718751,"Clark, Perez and Sims",25170.0,2026-01-09
710708,Maxwell-Flores,64805.24,2026-02-13
777266,Marsh Inc,88315.75,2026-01-06
717429,Brandt-Whitaker,6356.46,2026-01-20
199071,"Mccarty, Pena and Rodriguez",31594.43,2026-02-27
902891,"Murphy, Fuller and Baldwin",36985.0,2026-02-24
815346,Howard-Mccormick,14619.62,2026-01-12
231472,"Jones, Moon and Vasquez",86362.26,2026-02-02
321023,Andersen PLC,42155.55,2026-03-03
822864,Marquez-Powell,27265.4,2026-03-09
311719,"Chapman, Calhoun and Castillo",90566.86,2026-01-02
486039,Durham-Gonzales,46599.11,2026-01-16
416436,Oliver-Douglas,12059.75,2026-02-06
769864,"Higgins, Norton and Douglas",43823.17,2026-02-25
671659,Short-Johnson,27020.9,2026-03-10
921181,Warren Ltd,82033.33,2026-01-07
352863,Butler Ltd,28640.93,2026-02-04
682519,Baird-Tucker,72717.23,2026-02-15
347430,Quinn-Schmidt,9240.93,2026-03-20
814453,"Spence, Webb and Mayo",92181.61,2026-03-08
956011,Lawson and Sons,75520.5,2026-01-13
748595,Wheeler LLC,1692.6,2026-01-17
187398,Gonzalez Ltd,1413.4,2026-01-13
876964,Moses-Cole,67013.42,2026-03-10
138004,Cooper-Myers,53326.1,2026-01-30
422811,"Thompson, Long and Wilson",84505.15,2026-01-24
628099,"Arnold, Rowe and Smith",6151.3,2026-02-14
958950,Kent-Crawford,99097.83,2026-02-11
575403,"Reyes, Walker and Johnson",20890.6,2026-02-09
948283,Jarvis-Bryan,42503.57,2026-02-08
371283,"Church, Washington and Cooper",99112.92,2026-02-13
854264,Jackson-Sanchez,4594.94,2026-02-28
324331,Wagner-Mcneil,56077.4,2026-03-15
529154,Cordova-Marks,93150.95,2026-01-22
531755,Austin LLC,50721.9,2026-03-17
535154,Cox-Schultz,18768.7,2026-01-28
337264,Wright-Campbell,62239.62,2026-01-22
418545,Schultz-Brown,87282.8,2026-03-12
425886,Graham PLC,98974.9,2026-02-21
963041,"Matthews, Buchanan and Mckinney",75073.39,2026-01-09
689784,Bates Group,50985.32,2026-03-02
630446,Fuentes-Bradford,90977.9,2026-01-20
303763,Martinez-Moody,42438.62,2026-01-02
187020,"Padilla, Smith and Anderson",30008.65,2026-02-09
143486,Parrish-Kidd,11908.96,2026-01-23
721849,Wallace-Herring,69737.8,2026-02-24
273766,Lindsey-Baxter,85345.17,2026-02-02
942280,Patel-Henry,85039.12,2026-02-22
458885,Gray-Rivera,52086.52,2026-02-05
798046,Kelley-Johnson,14783.56,2026-03-20
242227,"Vazquez, Zimmerman and Brown",70362.34,2026-03-22
842488,"Maxwell, Brown and Martin",58153.48,2026-02-15
655768,Nguyen-Atkinson,48637.84,2026-01-05
669490,Cruz Inc,28901.62,2026-02-06
969481,Peterson Inc,81702.13,2026-01-11
972489,Lang-Robertson,41368.22,2026-01-21
767632,Nichols and Sons,46069.63,2026-01-18
395187,Reed-Moore,18863.71,2026-03-12
809583,"Bennett, Hobbs and Roberts",47560.63,2026-02-15
234706,"Bond, Roth and Reed",87415.43,2026-02-13
142330,"Cox, Green and Smith",53238.7,2026-03-01
997520,"Burgess, Bowman and Rodriguez",25598.47,2026-03-09
271237,Estes PLC,53684.15,2026-03-25
579878,Owens-Dixon,25560.78,2026-01-10
229975,Flynn-Porter,37311.59,2026-03-04
999390,"Koch, Williamson and Fowler",93378.64,2026-01-08
692941,"Christian, Jones and Smith",88498.95,2026-01-31
489336,Stevens-Bell,1546.56,2026-01-17
874401,"Adams, Hawkins and Larson",66591.59,2026-03-10
301756,Strong-Zhang,91376.56,2026-01-29
938181,"Gonzales, Koch and French",39962.47,2026-03-14
150185,Rodriguez-Holder,39868.7,2026-01-01
894615,Soto Inc,49163.75,2026-03-02
865688,Gray-Harmon,32916.79,2026-01-04
922509,Kelly-King,98928.52,2026-03-08
598138,"Robles, Williams and Robinson",72898.89,2026-01-17
198801,"Carlson, Hughes and Hall",3371.2,2026-03-08
881137,"Johnson, Gray and Doyle",52831.52,2026-02-13
802452,"Sims, Smith and Richards",77614.91,2026-02-25
346344,Butler-Sanders,39535.96,2026-02-23
195833,Lee Ltd,36586.23,2026-01-25
961382,"Montgomery, Chavez and Carey",28772.26,2026-01-18
664237,"Miles, Fleming and Giles",52103.29,2026-01-07
934806,Lester-Deleon,98698.45,2026-02-28
994223,Baker-Tate,65009.5,2026-02-19
739323,"Scott, Stark and Reyes",3066.45,2026-01-17
808881,"Smith, Ellis and Gonzalez",48992.68,2026-01-08
168161,Frazier LLC,18769.33,2026-02-16
239275,"Scott, Hart and Wall",13945.9,2026-03-20
277391,Beasley-Johnson,17253.25,2026-03-25
767426,Martin LLC,96864.98,2026-03-17
590172,Lowery-Wong,73592.49,2026-01-29
268895,Harris PLC,85478.11,2026-03-12
942958,Werner Group,99033.61,2026-02-08
195505,"Vargas, Harvey and Rocha",69427.24,2026-01-27
340570,Mitchell Ltd,36394.34,2026-02-22
668851,"Acevedo, Bradley and Lopez",37242.44,2026-03-11
629329,"Mccoy, Huang and Ruiz",53086.86,2026-03-24
175619,Keller-Eaton,47041.28,2026-03-03
166314,"Stanley, Taylor and Bailey",82539.84,2026-01-20
918054,Berger Ltd,56203.6,2026-01-15
619391,Dougherty PLC,58033.51,2026-03-07
750952,Nelson-Cortez,18884.89,2026-01-19
434662,Gaines-Phillips,48137.47,2026-03-14
333475,White-Silva,3399.53,2026-01-16
391794,Rivera-King,44034.5,2026-01-15
368250,"Stewart, Guerra and Cobb",6029.4,2026-03-15
820639,Smith-Howell,10922.32,2026-03-06
483830,Rodriguez-Day,23680.32,2026-03-01
557795,Turner-Meadows,42919.6,2026-01-02
454399,"King, Walker and Velasquez",15037.38,2026-01-30
359222,Torres PLC,64828.95,2026-03-19
421568,"Green, Brewer and Valdez",55187.98,2026-01-14
380798,Flores-Serrano,62921.69,2026-01-17
967037,Evans-Wright,30262.95,2026-02-15
236534,"Cochran, Johnson and Garcia",56501.8,2026-02-08
467667,Martin-Chen,49631.23,2026-01-19
394943,Lopez-Carson,84333.17,2026-03-18
643165,Scott-Hansen,97223.67,2026-01-31
762934,"Thompson, Baker and Hobbs",20531.75,2026-01-11
773875,Duran-Davis,50668.0,2026-01-08
712229,Reilly-Garcia,57836.27,2026-02-10
796452,Montoya-Davis,95222.53,2026-02-01
258942,Mccall Ltd,19716.55,2026-03-04
843036,"Johnson, Banks and Williams",73649.18,2026-03-21
240057,"Mitchell, Ellis and Jackson",32779.43,2026-03-09
428806,Buchanan-Robles,82673.66,2026-01-16
175613,"Obrien, Carter and Larsen",48878.49,2026-02-28
223363,"Thornton, Marsh and Pope",32836.73,2026-01-27
662361,Reynolds LLC,63458.79,2026-03-14
181856,Schmidt-Smith,92381.37,2026-01-08
408638,Robles Inc,86343.59,2026-03-22
946577,"Estrada, Norman and Gonzalez",83099.79,2026-03-03
141669,"Li, Wang and Thomas",66351.33,2026-01-06
522610,Harvey Group,78945.56,2026-03-18
355708,"Wagner, Campbell and Briggs",59898.7,2026-01-29
750630,Williams-Obrien,15814.27,2026-02-03
559498,Hamilton Ltd,71564.21,2026-02-28
779299,"Brandt, Phelps and Kim",82247.28,2026-03-13
827688,Horne Group,97862.31,2026-02-07
779680,Thompson Ltd,47452.58,2026-01-21
113198,Nguyen Inc,78006.9,2026-02-19
529671,Lee-Walter,10212.54,2026-02-09
476242,"Smith, Ward and Miller",17269.18,2026-03-13
748184,Mitchell LLC,99986.82,2026-03-07
237056,"Wallace, Robinson and Rodriguez",25512.71,2026-01-25
814412,"Carrillo, Monroe and Payne",87671.21,2026-01-10
221370,"Jones, Martinez and Frazier",50887.17,2026-02-14
737781,Young Inc,1086.83,2026-01-04
756284,"Ellison, Hubbard and Hampton",84016.69,2026-02-10
540261,Jones-Bell,51685.7,2026-02-18
848485,"Washington, Fields and Powell",24305.66,2026-01-18
574265,"Adkins, Warner and Mcmahon",16347.79,2026-02-13
722654,Jones-Robertson,5296.11,2026-02-18
651193,Berg-Sutton,42187.31,2026-01-04
566350,"Mcgrath, Hamilton and Jackson",73996.63,2026-01-05
929654,"Lyons, Moreno and Holmes",71075.98,2026-02-22
742733,Farley Group,18073.48,2026-02-28
838970,Alexander LLC,99222.83,2026-02-24
866687,Skinner-Page,71090.53,2026-02-02
142270,"Blake, Stevens and Holland",77546.85,2026-03-26
585524,Anderson-Rodriguez,41490.16,2026-02-28
746559,Anderson LLC,44331.5,2026-02-20
660492,Schmidt-Yu,96085.71,2026-01-05
176446,Chapman-Morris,72959.82,2026-03-18
822947,Walker Ltd,66212.57,2026-02-25
967113,Wilson and Sons,47761.2,2026-03-02
162217,Li and Sons,60701.26,2026-01-04
506599,Meadows-King,55310.64,2026-01-12
462471,"Lucero, Marquez and Perez",16625.87,2026-02-24
457570,Maynard-Clark,44677.1,2026-03-03
486777,"Roberts, Juarez and Singh",75692.84,2026-03-07
317767,Wade and Sons,50016.0,2026-03-16
546549,Mckee-Collins,10479.82,2026-02-10
391505,Sanchez LLC,94751.56,2026-03-22
102384,Lopez and Sons,43535.85,2026-02-06
343065,Sanchez PLC,58637.55,2026-02-18
280250,"Carr, Sullivan and Mitchell",74926.25,2026-01-20
143656,Joseph PLC,51229.82,2026-02-04
128098,"Lowe, David and Garcia",72936.97,2026-01-24
273087,Mitchell Inc,99382.52,2026-01-16
783448,"Carson, Joyce and Mcintyre",73912.12,2026-02-25
226585,Perkins PLC,93102.32,2026-01-17
211144,"Hill, Blevins and Brown",86760.35,2026-02-14
200300,Cain PLC,62459.31,2026-01-21
664086,Campos-Lopez,56483.78,2026-03-11
378405,Pope-Webster,67076.49,2026-03-25
672500,Brown-Jackson,93095.52,2026-02-22
890196,"Lewis, Rogers and Dominguez",31294.24,2026-03-05
904954,"Schmidt, Pierce and Mclaughlin",19978.77,2026-01-02
507829,"Coleman, Coleman and Beltran",2117.24,2026-03-09
590588,Castro-Miller,95253.47,2026-03-11
933601,"Goodwin, Allen and Levy",41513.18,2026-01-26
128403,"Brock, Robinson and Henderson",88381.65,2026-01-06
265671,Adams and Sons,96980.94,2026-02-13
634126,"Campbell, Bennett and Kim",12111.26,2026-01-30
263703,Fowler Ltd,49257.27,2026-02-08
237890,"Evans, Murphy and Copeland",76760.16,2026-01-31
171755,Jackson Group,64308.79,2026-02-12
431867,Farrell-Gray,66509.72,2026-02-07
119596,Rodriguez-Simon,21365.54,2026-01-28
291085,"Stewart, Holder and Mahoney",36731.15,2026-02-05
165008,Ray LLC,30495.38,2026-01-23
543802,"Lee, Rojas and Johnson",41213.45,2026-03-19
751508,Gomez-Beck,79138.15,2026-01-30
861456,Mccarthy-Lopez,45116.55,2026-01-29
802060,Bowen Inc,14676.97,2026-01-04
359142,Gonzalez PLC,62759.95,2026-02-11
974263,"Torres, Williams and Sanchez",60314.55,2026-03-24
617316,Reed-Coffey,91357.49,2026-01-15
970251,Bryan PLC,59557.83,2026-03-23
897012,Ryan-Swanson,50685.84,2026-03-25
108581,Parker PLC,97951.19,2026-01-24
209147,Lester Group,72499.7,2026-02-07
696026,"Lopez, Ramirez and Robertson",55702.34,2026-03-12
620624,"Bailey, Patton and Barker",47472.9,2026-02-20
791319,Yu-Warren,10431.26,2026-01-08
217599,Castro-Delacruz,67259.2,2026-01-23
383947,Blake-Howell,91030.1,2026-01-03
957751,"Phillips, Morrison and Solomon",48223.92,2026-02-20
106577,Barton LLC,73538.16,2026-01-26
563790,Watson and Sons,4555.81,2026-01-17
619248,Tucker and Sons,91505.82,2026-02-16
377966,Williams PLC,48436.18,2026-01-28
694000,"Johnson, Martinez and Rodriguez",65760.99,2026-01-22
684507,Barton-Torres,70353.2,2026-01-08
853194,Pittman LLC,42465.47,2026-02-08
904133,Santana Inc,88246.2,2026-02-28
425261,Hancock and Sons,51026.77,2026-03-20
104992,"Lucas, Chandler and Decker",79592.39,2026-03-05
880393,Miller-Thomas,47796.13,2026-01-29
448086,Maddox-Gonzalez,81578.97,2026-03-03
987124,"Garcia, Patterson and Price",93940.75,2026-02-11
132667,"Weaver, Walters and Higgins",18616.4,2026-01-30
789619,Mccann-Romero,11027.99,2026-02-02
615736,Wright-Thomas,83063.3,2026-01-25
385911,Ramirez-Middleton,91104.76,2026-03-01
993199,Long-Jones,29420.19,2026-03-22
432724,"Krause, Tucker and Johnson",44388.97,2026-01-21
289258,Alexander Group,28603.59,2026-02-11
584669,Vasquez LLC,41302.36,2026-02-11
723746,"Campbell, Campbell and Curtis",41710.15,2026-03-07
472104,"Brown, Rodriguez and Brown",48443.69,2026-01-30
504735,Shaffer-Mills,2126.51,2026-01-21
602537,Neal Ltd,4544.35,2026-03-06
370994,Stevens Ltd,53369.93,2026-01-22
955705,Wilson-Welch,1103.92,2026-03-14
418840,Fritz and Sons,82019.22,2026-03-06
202262,"Reese, Garcia and Grimes",98859.8,2026-02-13
691099,Henry-Dixon,40497.3,2026-03-11
189565,Brady PLC,97896.97,2026-03-21
129143,Rangel PLC,63073.63,2026-02-13
301027,"Reid, Wilson and Johnson",82870.98,2026-02-11
895076,Wilson Group,59315.95,2026-03-06
102682,Rivera Group,42875.57,2026-02-19
968905,Gonzalez-Solomon,88573.9,2026-01-26
449522,"Carroll, Larson and Nelson",34751.3,2026-01-06
614196,Frederick-Evans,62633.12,2026-03-21
499881,"Garcia, Hansen and Miller",68019.7,2026-03-10
988239,"Chapman, Noble and Barajas",56211.99,2026-02-04
544827,Pittman-Smith,8832.38,2026-01-28
393818,"Vance, Mcbride and Williams",26439.16,2026-03-07
365229,"Webster, Arroyo and Hines",17036.34,2026-01-31
158500,Richmond Inc,38834.9,2026-03-18
250719,Moore Inc,10082.31,2026-01-21
879962,Heath LLC,67301.42,2026-02-04
852453,"Ritter, Jackson and Walker",33458.95,2026-03-15
810467,"Roth, Beck and Hanson",91408.24,2026-02-06
917360,Wilson Inc,65971.74,2026-03-17
195444,Meyers and Sons,91177.42,2026-02-01
945123,Smith-Hopkins,46389.27,2026-03-05
815348,Clark-Mcgee,65231.96,2026-03-06
186685,Smith and Sons,5314.33,2026-03-10
231105,Cross-Clay,6439.27,2026-02-20
802237,Thomas-Hunter,74828.41,2026-01-25
126710,"Martin, Jackson and Dickerson",16810.63,2026-03-22
479001,Shelton Ltd,26480.84,2026-01-07
545096,Miller-Ward,42144.59,2026-03-08
487204,"Jones, Mills and Dennis",35030.32,2026-02-18
540492,Miller-Burnett,45390.78,2026-01-20
212917,Long LLC,70302.93,2026-01-18
501268,King PLC,49517.16,2026-02-18
571028,Myers Inc,10668.12,2026-03-12
833517,Smith LLC,53903.14,2026-01-31
628067,Mathis-Horn,96374.49,2026-03-25
534271,Harvey-Molina,52308.11,2026-02-16
382412,Alexander Inc,34582.4,2026-01-25
191658,Reid-Johnson,55032.96,2026-03-12
940167,Reese-Fox,23612.49,2026-03-19
606033,Thomas Ltd,53984.14,2026-02-07
950980,Ward-Williams,98912.46,2026-03-04
